title,Location,details,Price,Description
"
4 bedroom house for sale in Syokimau
,
Lovely 4 Bedroom House For Sale In Syokimau At ...
","
Mwananchi Rd, Syokimau, Athi River
","
300 m²
,
4
","
KSh 17,000,000
","
Lovely 4 Bedroom House For Sale In Syokimau At...
,
4 bedroom house for sale in Syokimau
"
"
5 bedroom house for sale in Nyali Area
,
5 Bedroom Maisonette +SQ in Nyali
","
Nyali Area, Nyali
","
5
","
KSh 40,000,000
","
5 Bedroom Maisonette +SQ in Nyali
,
5 bedroom house for sale in Nyali Area
"
"
3 bedroom house for sale in Nyali Area
,
3 Bedroom Bungalow on 0.5 acres in Mtwapa
","
Nyali Area, Nyali
","
3
","
KSh 23,000,000
","
3 Bedroom Bungalow on 0.5 acres in Mtwapa
,
3 bedroom house for sale in Nyali Area
"
"
4 bedroom house for sale in kizingo
,
4 bedroom Maisonette plus Sq in Kizingo
","
kizingo, Mvita
","
4
","
KSh 42,000,000
","
4 bedroom Maisonette plus Sq in Kizingo
,
4 bedroom house for sale in kizingo
"
"
5 bedroom house for sale in Nyali Area
,
5 bedroom furnished Maisonette plus Sq in Nyali
","
Nyali Area, Nyali
","
5
","
KSh 100,000,000
","
5 bedroom furnished Maisonette plus Sq in Nyali
,
5 bedroom house for sale in Nyali Area
"
"
4 bedroom house for sale in Ruiru
,
 4 Bedroom Townhouse For Sale In Kamakis, Ruiru ...
","
Karuguru, Ruiru, Ruiru
","
184 m²
,
4
","
KSh 13,500,000
","
4 Bedroom Townhouse For Sale In Kamakis, Ruiru...
,
4 bedroom house for sale in Ruiru
"
"
4 bedroom townhouse for sale in Brookside
,
 4 BEDROOM tOWNHOUSE FOR SALE IN BROOKSIDE
","
Brookside, Westlands
","
4
","
KSh 50,000,000
","
4 BEDROOM tOWNHOUSE FOR SALE IN BROOKSIDE
,
4 bedroom townhouse for sale in Brookside
"
"
4 bedroom house for sale in Westlands Area
,
4 Bedroom All En-suite Townhouse For Sale Off P ...
","
Nairobi, Peponi Road, Westlands Area, Westlands
","
4
","
KSh 76,000,000
","
4 Bedroom All En-suite Townhouse For Sale Off P...
,
4 bedroom house for sale in Westlands Area
"
"
5 bedroom townhouse for sale in Lavington
,
LAVINGTON&#39;S HIGH END TOWN HOUSES
","
Lavington, Dagoretti North
","
418 m²
,
5
","
KSh 69,000,000
","
LAVINGTON&#39;S HIGH END TOWN HOUSES
,
5 bedroom townhouse for sale in Lavington
"
"
4 bedroom house for sale in Runda
,
4 Bedroom Luxurious Villa in a gated compound
","
Runda, Westlands
","
450 m²
,
4
","
KSh 90,000,000
","
4 Bedroom Luxurious Villa in a gated compound
,
4 bedroom house for sale in Runda
"
"
5 bedroom townhouse for sale in Lavington
,
5 bedrooms all ensuite townhouse with a spacio ...
","
amboseli, Gitanga Road, Lavington, Dagoretti North
","
5000 m²
,
5
","
KSh 58,000,000
","
5 bedrooms all ensuite townhouse with a spacio...
,
5 bedroom townhouse for sale in Lavington
"
"
5 bedroom house for sale in Karen
,
A brand new 5bdrm townhouse for sale in Karen.
","
Karen, Langata
","
5
","
KSh 75,000,000
","
A brand new 5bdrm townhouse for sale in Karen.
,
5 bedroom house for sale in Karen
"
"
6 bedroom townhouse for sale in Lavington
,
New and Spacious 5 bedroom townhouse in Lavingt ...
","
Lavington, Dagoretti North
","
4047 m²
,
6
","
KSh 75,000,000
","
New and Spacious 5 bedroom townhouse in Lavingt...
,
6 bedroom townhouse for sale in Lavington
"
"
5 bedroom townhouse for sale in Lavington
,
5 BEDROOM TOWNHOUSE FOR SALE IN LAVINGTON, KABA ...
","
Kabarsiran Avenue, Lavington, Dagoretti North
","
5
","
KSh 90,000,000
","
5 BEDROOM TOWNHOUSE FOR SALE IN LAVINGTON, KABA...
,
5 bedroom townhouse for sale in Lavington
"
"
 4 bedroom house for sale in Kiambu Town
,
4 bedroom Maisonette in Migaa Estate
","
migaa, Kiambu Town, Kiambu Town
","
4
","
KSh 45,000,000
","
4 bedroom Maisonette in Migaa Estate
,
4 bedroom house for sale in Kiambu Town
"
"
4 bedroom house for sale in Windsor
,
Amazing 4 Bedroom Home in Windsor
","
Windsor, Kiambu Constituency
","
4
","
KSh 123,000,000
","
Amazing 4 Bedroom Home in Windsor
,
4 bedroom house for sale in Windsor
"
"
5 bedroom townhouse for sale in Lavington
,
5 bedroom townhouse for sale in Lavington
","
Convent Drive, Lavington, Dagoretti North
","
5
","
KSh 85,000,000
","
5 bedroom townhouse for sale in Lavington
,
5 bedroom townhouse for sale in Lavington
"
"
4 bedroom house for sale in Kiambaa Settled Area
,
3 Bedroom House with DSQ
","
Kiambaa Settled Area, Kiambaa
","
4
","
KSh 12,000,000
","
3 Bedroom House with DSQ
,
4 bedroom house for sale in Kiambaa Settled Area
"
"
4 bedroom house for sale in Lavington
,
Lavington, 4 bedroom duplex penthouse,(2 ensuit ...
","
Lavington, Lavington, Dagoretti North
","
 4
","
KSh 19,000,000
","
Lavington, 4 bedroom duplex penthouse,(2 ensuit...
,
4 bedroom house for sale in Lavington
"
"
4 bedroom house for sale in Westlands Area
,
4 Bedroom Home off Lantana Road - For Sale
","
Westlands Area, Westlands
","
4
","
KSh 40,000,000
","
4 Bedroom Home off Lantana Road - For Sale
,
4 bedroom house for sale in Westlands Area
"
"
4 bedroom townhouse for sale in Machakos Town
,
FANTASTIC 4 Bed Villas: ICONIC LIVING
","
Machakos Town, Machakos Town
","
4
","
KSh 23,000,000
","
FANTASTIC 4 Bed Villas: ICONIC LIVING
,
4 bedroom townhouse for sale in Machakos Town
"
"
2 bedroom house for sale in Nyali Area
,
FOR SALE 2 BEDROOMS BUNGALOW - NYALI
","
Nyali Area, Nyali
","
2
","
KSh 25,000,000
","
FOR SALE 2 BEDROOMS BUNGALOW - NYALI
,
2 bedroom house for sale in Nyali Area
"
"
4 bedroom townhouse for sale in Nyali Area
,
4 BEDROOMS EXECUTIVE TOWNHOUSE FOR SALE - 18.5M
","
Bandari Villas, Nyali Area, Nyali
","
4
","
KSh 18,500,000
","
4 BEDROOMS EXECUTIVE TOWNHOUSE FOR SALE - 18.5M
,
4 bedroom townhouse for sale in Nyali Area
"
"
4 bedroom townhouse for sale in Loresho
,
An exclusive 4bdrm townhouse for sale in loresh ...
","
Loresho Nairobi, Loresho, Westlands
","
4
","
KSh 110,000,000
","
An exclusive 4bdrm townhouse for sale in loresh...
,
4 bedroom townhouse for sale in Loresho
 "
"
4 bedroom house for sale in Ngong
,
House for sale.
","
12, Ngere Rd, Ngong, Kajiado North
","
4
","
KSh 28,000,000
","
House for sale.
,
4 bedroom house for sale in Ngong
"
"
4 bedroom townhouse for sale in Spring Valley
,
A 4bdrm townhouse for sale in spring valley.
","
Peponi gardens, Spring Valley, Westlands
","
4
","
KSh 68,000,000
","
A 4bdrm townhouse for sale in spring valley.
,
4 bedroom townhouse for sale in Spring Valley
"
"
5 bedroom house for sale in Syokimau
,
5 Bedroom Maisonette + DSQ
","
Syokimau, Athi River
","
5
","
KSh 23,000,000
","
5 Bedroom Maisonette + DSQ
,
5 bedroom house for sale in Syokimau
"
"
4 bedroom townhouse for sale in Syokimau
,
4 Bedroom ALL ensuite Townhouse + DSQ
","
Syokimau, Athi River
","
4
","
KSh 17,000,000
","
4 Bedroom ALL ensuite Townhouse + DSQ
,
4 bedroom townhouse for sale in Syokimau
"
"
3 bedroom house for sale in Kiserian
,
3 Bedroom House For Sale - Kiserian
","
Kiserian, Kajiado North
","
3
","
KSh 7,000,000
","
3 Bedroom House For Sale - Kiserian
,
3 bedroom house for sale in Kiserian
"
"
5 bedroom house for sale in Nyali Area
,
5 bedroom Maisonette plus Sq in Nyali
","
Nyali Area, Nyali
","
5
","
KSh 80,000,000
","
5 bedroom Maisonette plus Sq in Nyali
,
5 bedroom house for sale in Nyali Area
"
"
4 bedroom house for sale in Loresho
,
4 Bedroom Luxurious Villas/Townhouses For Sale ...
","
Loresho, Westlands
","
4
","
KSh 102,250,000
","
4 Bedroom Luxurious Villas/Townhouses For Sale...
,
4 bedroom house for sale in Loresho
"
"
4 bedroom house for sale in Kiambu Road
,
To Sale 4 Bedrooms with DSQ Townhouses in Kiamb ...
","
Kiambu Road, Kiambu Road
","
4
","
KSh 27,000,000
","
To Sale 4 Bedrooms with DSQ Townhouses in Kiamb...
,
4 bedroom house for sale in Kiambu Road
"
"
3 bedroom house for sale in Joska
,
3 Bedroom House For Sale On Kangundo Roda Malaa ...
","
Joska, Kangundo
","
3
","
KSh 5,950,000
","
3 Bedroom House For Sale On Kangundo Roda Malaa...
,
3 bedroom house for sale in Joska
"
"
Furnished 5 bedroom house for sale in Runda
,
Amazing 5 Bedroom Home in Runda
","
Runda, Westlands
","
5
","
KSh 130,000,000
","
Amazing 5 Bedroom Home in Runda
,
Furnished 5 bedroom house for sale in Runda
"
"
6 bedroom house for sale in Nyari
,
Nyari 6 Bedroom Ambassadorial for Sale
","
Nyari, Westlands
","
6
","
KSh 200,000,000
","
Nyari 6 Bedroom Ambassadorial for Sale
,
6 bedroom house for sale in Nyari
"
"
4 bedroom house for sale in Parklands
,
4BEDROOM MASSIONATE IN PARKLANDS
","
Parklands, Westlands
","
4
","
KSh 35,000,000
","
4BEDROOM MASSIONATE IN PARKLANDS
,
4 bedroom house for sale in Parklands
"
"
4 bedroom house for sale in Karen
,
4 Bedroom Houses In Karen,Kerarapon Drive
","
Kerarapon Drive, Karen, Langata
","
1012 m²
,
4
","
KSh 25,000,000
","
4 Bedroom Houses In Karen,Kerarapon Drive
 ,
4 bedroom house for sale in Karen
"
"
6 bedroom townhouse for sale in Lavington
,
5 BEDROOM TOWNHOUSE + 2 DSQ FOR SALE IN LAVINGT ...
","
Lavington, Dagoretti North
","
700 m²
,
6
 ","
KSh 80,000,000
","
5 BEDROOM TOWNHOUSE + 2 DSQ FOR SALE IN LAVINGT...
,
6 bedroom townhouse for sale in Lavington
"
"
5 bedroom townhouse for sale in Nyali Area
,
5br Townhouse On Sale Nyali Mombasa
 ","
Nyali Area, Nyali
","
5
","
KSh 38,000,000
","
5br Townhouse On Sale Nyali Mombasa
,
5 bedroom townhouse for sale in Nyali Area
"
"
5 bedroom house for sale in Karen
,
5Bedroom classic home in Karen Windyridge
","
Karen, Langata
","
5
","
KSh 97,000,000
","
5Bedroom classic home in Karen Windyridge
,
5 bedroom house for sale in Karen
"
"
4 bedroom house for sale in Kileleshwa
,
4 bedroom house for sale in Kileleshwa (Kenya) ...
","
Kileleshwa, Dagoretti North
","
350 m²
,
4
","
KSh 27,000,000
","
4 bedroom house for sale in Kileleshwa (Kenya)...
,
4 bedroom house for sale in Kileleshwa
"
"
3 bedroom house for sale in Mtwapa
,
3bedroom Maisonette own compound in Mtwapa
","
Mtwapa, Kilifi South
","
3
","
KSh 70,000,000
","
3bedroom Maisonette own compound in Mtwapa
,
3 bedroom house for sale in Mtwapa
"
"
3 bedroom house for sale in Kitengela
,
3 Bedrooms Bungalow House for Sale in Milimani ...
","
Kitengela, Kajiado North
","
3
","
KSh 5,950,000
","
3 Bedrooms Bungalow House for Sale in Milimani...
,
3 bedroom house for sale in Kitengela
"
"
 1 bedroom house for sale in Malindi Town
,
1 Bedroom House For Sale In Malindi Town
","
Unnamed Road, Malindi, Ke, Malindi Town, Malindi
","
1
,
1
","
KSh 5,500,000
","
1 Bedroom House For Sale In Malindi Town
,
1 bedroom house for sale in Malindi Town
"
"
Furnished 4 bedroom house for sale in Malindi Town
,
4 Bedroom Townhouse For Sale In Malindi Town
","
04, Mtangani, Malindi Town, Malindi
","
4
","
KSh 12,000,000
","
4 Bedroom Townhouse For Sale In Malindi Town
,
Furnished 4 bedroom house for sale in Malindi Town
"
"
3 bedroom house for sale in Kitengela
,
Three bedroom for sale
","
Milimani, Milimani, Kitengela, Kajiado North
","
250 ft²
,
3
","
 KSh 6,400,000
","
Three bedroom for sale
,
3 bedroom house for sale in Kitengela
"
"
6 bedroom house for sale in Karen
,
6BEDROOM ALL ENSUITE PLUS 2DSQ ON 1/2ACRE KAREN
","
Karen, Langata
","
6
","
KSh 84,000,000
","
6BEDROOM ALL ENSUITE PLUS 2DSQ ON 1/2ACRE KAREN
,
6 bedroom house for sale in Karen
"
"
5 bedroom house for sale in Karen
,
5BEDROOMS ALL ENSUITE PLUS 2BEDROOM DSQ IN KARE ...
","
Karen, Langata
","
5
","
KSh 63,000,000
","
5BEDROOMS ALL ENSUITE PLUS 2BEDROOM DSQ IN KARE...
,
5 bedroom house for sale in Karen
"
"
4 bedroom townhouse for sale in State House
,
TOWNHOUSE FOR SALE -STATE HOUSE ROAD/DENNIS PRI ...
","
Dennis Pritt/State House Road, State House, Dagoretti North
","
4
","
KSh 75,000,000
","
TOWNHOUSE FOR SALE -STATE HOUSE ROAD/DENNIS PRI...
,
4 bedroom townhouse for sale in State House
"
"
4 bedroom house for sale in Runda
,
4 bedroom house for sale in Runda for ksh 70000 ...
","
Runda, Westlands
","
4
","
KSh 70,000,000
","
4 bedroom house for sale in Runda for ksh 70000...
,
4 bedroom house for sale in Runda
"
"
5 bedroom townhouse for sale in Lavington
,
5 bedroom Townhouse in Lavington
","
Lavington, Dagoretti North
","
5
","
KSh 48,000,000
","
5 bedroom Townhouse in Lavington
,
5 bedroom townhouse for sale in Lavington
"
"
5 bedroom townhouse for sale in Lavington
,
Prestigious secure 5 bedrooms newly built townh ...
","
Convent, Lavington, Dagoretti North
","
5
","
KSh 53,000,000
","
Prestigious secure 5 bedrooms newly built townh...
,
5 bedroom townhouse for sale in Lavington
"
"
 4 bedroom house for sale in Ruiru
,
Spectacular 4br + Dsq all ensuite mansionnates
","
Ruiru, Ruiru
","
4
","
KSh 11,550,000
","
Spectacular 4br + Dsq all ensuite mansionnates
,
4 bedroom house for sale in Ruiru
"
"
4 bedroom house for sale in North Muthaiga
,
4 bedroom house for sale in Muthaiga North 3KE1 ...
","
North Muthaiga, Muthaiga
","
4
,
3
","
KSh 138,000,000
","
 4 bedroom house for sale in Muthaiga North 3KE1...
,
4 bedroom house for sale in North Muthaiga
"
"
3 bedroom townhouse for sale in Malindi Town
,
Holiday villa for sale
","
Malindi Town, Malindi
","
3
","
KSh 72,000,000
","
Holiday villa for sale
,
3 bedroom townhouse for sale in Malindi Town
"
"
8 bedroom house for sale in Nyali Area
,
8 bedroom palatial home For sale
","
Nyali Area, Nyali
","
8
","
KSh 85,000,000
","
8 bedroom palatial home For sale
,
8 bedroom house for sale in Nyali Area
"
"
6 bedroom house for sale in Diani
,
For sale at Diani South coast
","
Diani, Msambweni
","
6
","
 KSh 150,000,000
","
For sale at Diani South coast
,
6 bedroom house for sale in Diani
"
"
5 bedroom villa for sale in kizingo
,
Prime property for sale
","
kizingo, Mvita
","
5
","
KSh 150,000,000
","
Prime property for sale
,
5 bedroom villa for sale in kizingo
"
"
Furnished 1 bedroom townhouse for sale in Bamburi
,
A BLOCK OF FLATS FOR SALE - 1 BEDROOMS + BEDSIT ...
","
Bamburi, Kisauni
","
1
","
KSh 28,000,000
","
A BLOCK OF FLATS FOR SALE - 1 BEDROOMS + BEDSIT...
 ,
Furnished 1 bedroom townhouse for sale in Bamburi
"
"
2 bedroom house for sale in Watamu
,
2 bedroom House + DSQ
","
Watamu, Kilifi North
","
2
","
KSh 11,000,000
","
2 bedroom House + DSQ
,
2 bedroom house for sale in Watamu
"
"
4 bedroom house for sale in Riverside
,
HIGH END ! NEW 4BEDROOM DUPLEX FOR SALE IN RIV ...
","
RIVERSIDE, RIVERSIDE, Riverside, Westlands
","
4
","
KSh 50,000,000
","
HIGH END ! NEW 4BEDROOM DUPLEX FOR SALE IN RIV...
,
4 bedroom house for sale in Riverside
"
"
4 bedroom house for sale in Thika Road
,
4 Bedroom house + DSQ for sale
","
Thika Road, Thika Road
","
4
 ","
KSh 12,500,000
","
4 Bedroom house + DSQ for sale
,
4 bedroom house for sale in Thika Road
"
"
4 bedroom house for sale in Karen
,
House for sale in Karen (Kenya) - 3KE1459326
","
Karen, Karen, Langata
","
2023 m²
,
 4
","
KSh 53,000,000
","
House for sale in Karen (Kenya) - 3KE1459326
,
4 bedroom house for sale in Karen
"
"
4 bedroom townhouse for sale in kizingo
,
FOR SALE 4 BEDROOMS OLD MASSIONATE - KIZINGO
","
kizingo, Mvita
","
4
","
KSh 85,000,000
","
FOR SALE 4 BEDROOMS OLD MASSIONATE - KIZINGO
,
4 bedroom townhouse for sale in kizingo
"
"
3 bedroom house for sale in Kilifi
,
3 BEDROOMS BUNGALOW FOR SALE - KILIFI TOWN
","
Kilifi, Kilifi North
","
2 ac
,
3
","
KSh 25,000,000
","
3 BEDROOMS BUNGALOW FOR SALE - KILIFI TOWN
,
3 bedroom house for sale in Kilifi
"
"
4 bedroom house for sale in Nyali Area
,
4 bedrooms maisonette For sale
","
Nyali Area, Nyali
","
4
","
KSh 35,000,000
","
4 bedrooms maisonette For sale
,
4 bedroom house for sale in Nyali Area
"
"
5 bedroom house for sale in Nyali Area
,
5 Bedroom Maisonette +SQ in Nyali
","
Nyali Area, Nyali
","
5
","
KSh 70,000,000
","
5 Bedroom Maisonette +SQ in Nyali
,
 5 bedroom house for sale in Nyali Area
"
"
4 bedroom townhouse for sale in Westlands Area
,
Exclusive four bedroom house
","
westlands, Westlands Area, Westlands
","
4
","
KSh 57,000,000
","
Exclusive four bedroom house
,
4 bedroom townhouse for sale in Westlands Area
"
"
3 bedroom townhouse for sale in Mtwapa
,
FOR SALE 3 BEDROOMS EXCUTIVE MANSION - MTWAPA C ...
","
Mtwapa Creek, Mtwapa, Kilifi South
","
1 ac
,
3
","
KSh 70,000,000
","
FOR SALE 3 BEDROOMS EXCUTIVE MANSION - MTWAPA C...
,
3 bedroom townhouse for sale in Mtwapa
"
"
3 bedroom townhouse for sale in Diani
,
For sale fully furnished 8 apartments
","
Diani, Msambweni
","
3
","
KSh 100,000,000
","
For sale fully furnished 8 apartments
,
3 bedroom townhouse for sale in Diani
"
"
3 bedroom house for sale in the rest of Kisauni
,
3 bedrooms bungalow
","
the rest of Kisauni, the rest of Kisauni
","
3
","
KSh 15,000,000
","
3 bedrooms bungalow
,
3 bedroom house for sale in the rest of Kisauni
"
"
3 bedroom house for sale in Nyali Area
,
3 Bed Townhouse for Sale
","
Nyali Area, Nyali
","
3
","
KSh 14,000,000
","
3 Bed Townhouse for Sale
,
3 bedroom house for sale in Nyali Area
"
"
3 bedroom villa for sale in Mtwapa
,
3 Bedroom Bungalow
","
Mtwapa, Kilifi South
","
3
","
KSh 7,500,000
","
3 Bedroom Bungalow
,
3 bedroom villa for sale in Mtwapa
"
"
3 bedroom townhouse for sale in Shanzu
,
3 bedrooms executive massionate for sale
","
Shanzu, Kisauni
","
2024 m²
,
3
","
KSh 40,000,000
","
3 bedrooms executive massionate for sale
,
3 bedroom townhouse for sale in Shanzu
"
"
4 bedroom townhouse for sale in Diani
,
For quick sale 4 bedrooms villa
","
Diani, Msambweni
","
4
","
KSh 25,000,000
","
For quick sale 4 bedrooms villa
,
4 bedroom townhouse for sale in Diani
"
"
4 bedroom villa for sale in Kikambala
,
For sale 4 bedrooms house
","
 Kikambala, Kilifi South
","
2024 m²
,
4
","
KSh 25,000,000
","
For sale 4 bedrooms house
,
4 bedroom villa for sale in Kikambala
"
"
2 bedroom villa for sale in Kikambala
,
For sale 2 bedrooms bungalow, kikambala
","
Kikambala, Kilifi South
","
2
","
KSh 17,000,000
","
For sale 2 bedrooms bungalow, kikambala
,
2 bedroom villa for sale in Kikambala
"
"
3 bedroom house for sale in Bamburi
,
3 bedrooms bungalow for sale
","
Bamburi, Kisauni
","
506 m²
,
3
","
KSh 7,000,000
","
3 bedrooms bungalow for sale
,
3 bedroom house for sale in Bamburi
"
"
4 bedroom house for sale in Kikambala
,
4 bedroom maisonettes For sale
","
Vipingo, Kikambala, Kilifi South
","
4
","
KSh 25,000,000
","
4 bedroom maisonettes For sale
,
4 bedroom house for sale in Kikambala
"
"
7 bedroom townhouse for sale in Nyali Area
,
FOR SALE 7 BEDROOMS MASSIONATE - NYALI
","
Nyali Area, Nyali
","
7
","
KSh 65,000,000
","
FOR SALE 7 BEDROOMS MASSIONATE - NYALI
,
7 bedroom townhouse for sale in Nyali Area
"
"
4 bedroom townhouse for sale in Tudor
,
FOR SALE 8 FLATS - TUDOR
","
Tudor, Mvita
","
2024 m²
,
4
","
KSh 95,000,000
","
FOR SALE 8 FLATS - TUDOR
,
4 bedroom townhouse for sale in Tudor
"
"
5 bedroom townhouse for sale in Nyali Area
,
FOR SALE 5 BEDROOMS AMBASSADORIAL BEACH PALACE ...
","
Nyali Area, Nyali
","
10118 m²
,
5
","
KSh 450,000,000
","
FOR SALE 5 BEDROOMS AMBASSADORIAL BEACH PALACE...
,
5 bedroom townhouse for sale in Nyali Area
"
"
4 bedroom townhouse for sale in Mkomani
,
3 DETACHED TOWNHOUSES FOR SALE - MKOMANI
","
Mkomani, Nyali
","
2024 m²
,
4
","
KSh 105,000,000
","
3 DETACHED TOWNHOUSES FOR SALE - MKOMANI
,
4 bedroom townhouse for sale in Mkomani
"
"
5 bedroom house for sale in Ngong
,
5 BR Houses in Ngong
","
Ngong, Kajiado North
","
5
","
KSh 15,000,000
","
5 BR Houses in Ngong
,
5 bedroom house for sale in Ngong
"
"
3 bedroom house for sale in Thika Road
,
FALCON HILL ESTATE
","
Exit 15, Juja, Thika Road, Thika Road
","
3
","
KSh 4,950,000
","
FALCON HILL ESTATE
,
3 bedroom house for sale in Thika Road
"
"
3 bedroom townhouse for sale in Athi River Area
,
Green Park Athi - 3 Bedrooms Master Ensuite
","
Green Park, Green Park Estate, Athi River Area, Athi River
","
180 m²
,
3
","
KSh 12,500,000
","
Green Park Athi - 3 Bedrooms Master Ensuite
,
3 bedroom townhouse for sale in Athi River Area
"
